CountryCode,SeriesCode,DESCRIPTION
TJK,IT.NET.USER.ZS,Ministry of Communications. From 2003: Tajiktelecom.
TJK,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
TJK,SP.POP.TOTL,Data source: United Nations World Population Prospects
TJK,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
TJK,SM.POP.NETM,Data source: United Nations World Population Prospects
TJK,IT.CEL.SETS.P2,Ministry of Communications. From 2003: Tajiktelecom.
TJK,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt, long-term private nonguaranteed, and short-term debt data for 2022 are based on reports provided by the country. Short-term debt from 2015 to 2017 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds) and before 2015 is based on data from the BIS. Data include MDRI debt relief. DSSI eligible and participated in 2020, but not participating in 2021."
TJK,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TJK,IT.CEL.SETS,Ministry of Communications. From 2003: Tajiktelecom.
TKM,NY.GNP.PCAP.PP.KD,Estimates are based on regression.
TKM,IT.NET.BBND,Ministry of Communications.
TKM,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
TKM,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
TKM,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
TKM,NE.CON.PRVT.PP.CD,Estimates are based on regression.
TKM,IT.NET.USER.ZS,Ministry of Communications.
TKM,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
TKM,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
TKM,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
TKM,IT.MLT.MAIN,Ministry of Communications.
TKM,SM.POP.NETM,Data source: United Nations World Population Prospects
TKM,IT.MLT.MAIN.P2,Ministry of Communications.
TKM,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Country resumed reporting of long-term public and publicly guaranteed debt from 2008 onwards, time series has been revised. Long-term private nonguaranteed debt data (excluding bonds) only cover European Bank for Reconstruction and Development lending. Short-term debt for 2022 is based on data from the BIS."
TKM,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
TKM,BX.TRF.PWKR.CD.DT,"Data on Personal Transfers and Compensation of Employees are prepared by World Bank staff based on IMF's Balance of Payments statistics and data releases from central banks, national statistical agencies, and World Bank country desks."
TKM,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
TKM,IT.CEL.SETS,Ministry of Communications.
TKM,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
TKM,IT.CEL.SETS.P2,Ministry of Communications.
TKM,IT.NET.BBND.P2,Ministry of Communications.
TKM,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
TKM,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
TKM,SP.POP.GROW,Data source: United Nations World Population Prospects
TKM,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TKM,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
TKM,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
TKM,SP.POP.TOTL,Data source: United Nations World Population Prospects
TKM,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
TKM,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
TKM,IS.RRS.PASG.KM,Source: Internation Union of Railways (UIC)
TKM,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.
TKM,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
TKM,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TKM,ST.INT.DPRT,Includes overnight visitors (tourists) only.
TKM,IS.RRS.GOOD.MT.K6,Source: Internation Union of Railways (UIC)
TKM,BM.KLT.DINV.CD.WD,"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
TKM,NE.CON.PRVT.PP.KD,Estimates are based on regression.
TKM,NY.GNP.MKTP.PP.KD,Estimates are based on regression.
TLS,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
TLS,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
TLS,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
TLS,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
TLS,MS.MIL.XPND.CN,2007 SIPRI estimates.
TLS,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
TLS,SG.GEN.PARL.ZS,"The purpose of elections held on 30 August 2001 was to elect members of the Constituent Assembly of Timor-Leste. This body became the National Parliament on 20 May 2002, the date on which the country became independent, without any new elections"
TLS,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
TLS,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Arrivals by air at Dili Airport.
TLS,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
TLS,MS.MIL.XPND.CD,2007 SIPRI estimates.
TLS,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
TLS,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014). GDP data excludes oil output."
TLS,NY.GNP.MKTP.PP.KD,Estimates are based on regression.
TLS,NY.GNP.PCAP.PP.KD,Estimates are based on regression.
TLS,NE.CON.PRVT.PP.CD,Estimates are based on regression.
TLS,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
TLS,SM.POP.NETM,Data source: United Nations World Population Prospects
TLS,SE.XPD.TOTL.GD.ZS,GDP does not include the income from petroleum.
TLS,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2022 is based on data from the BIS. DSSI eligible and not participating in 2020 and 2021
TLS,NY.GDP.TOTL.RT.ZS,GDP data excludes oil output.
TLS,NY.GDP.PETR.RT.ZS,GDP data excludes oil output.
TLS,SP.POP.TOTL,Data source: United Nations World Population Prospects
TLS,NY.GDP.NGAS.RT.ZS,GDP data excludes oil output.
TLS,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
TLS,NY.GDP.MINR.RT.ZS,GDP data excludes oil output.
TLS,NY.GDP.FRST.RT.ZS,GDP data excludes oil output.
TLS,NY.GDP.COAL.RT.ZS,GDP data excludes oil output.
TLS,NE.CON.PRVT.PP.KD,Estimates are based on regression.
TLS,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TLS,MS.MIL.XPND.ZS,2007 SIPRI estimates.
TLS,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TLS,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
TLS,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
TLS,SP.POP.GROW,Data source: United Nations World Population Prospects
TLS,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
TLS,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
TLS,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
TLS,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
TLS,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TLS,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TLS,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
TLS,MS.MIL.XPND.GD.ZS,2007 SIPRI estimates.
TON,SM.POP.NETM,Data source: United Nations World Population Prospects
TON,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
TON,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TON,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
TON,IT.NET.BBND,Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.
TON,IT.NET.USER.ZS,Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.
TON,SG.GEN.PARL.ZS,"No women were elected in 2008, however one woman was appointed to the Cabinet. As cabinet ministers also sit in parliament, there is one woman out of a total of 32 members."
TON,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
TON,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
TON,IT.CEL.SETS,Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.
TON,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TON,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country.  Long-term private nonguaranteed debt data are not available.  Short-term debt for 2022 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and participating in 2020 and 2021.
TON,SP.POP.TOTL,Data source: United Nations World Population Prospects
TON,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
TON,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
TON,IT.CEL.SETS.P2,Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.
TON,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.
TON,IT.MLT.MAIN,Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.
TON,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TON,IT.MLT.MAIN.P2,Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.
TON,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TON,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
TON,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
TON,ST.INT.TVLR.CD,"Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1999, 2000 Source: National Reserve Bank of Tonga."
TON,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TON,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
TON,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
TON,SP.POP.GROW,Data source: United Nations World Population Prospects
TON,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
TON,IT.NET.BBND.P2,Until 2000: Tonga Telecommunications Commission (TTC). Tonga Communications Corporation Ltd.
TON,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
TTO,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TTO,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TTO,IT.MLT.MAIN.P2,Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.
TTO,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TTO,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
TTO,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
TTO,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TTO,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
TTO,IT.NET.USER.ZS,Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.
TTO,SM.POP.TOTL,Estimates are derived from data on foreign-born population. 
TTO,IT.NET.BBND.P2,Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.
TTO,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
TTO,SM.POP.NETM,Data source: United Nations World Population Prospects
TTO,IT.CEL.SETS.P2,Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.
TTO,IT.NET.BBND,Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.
TTO,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
TTO,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.
TTO,MS.MIL.XPND.CN,1968-1975 highly uncertain data.
TTO,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
TTO,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TTO,MS.MIL.XPND.GD.ZS,1968-1975 highly uncertain data.
TTO,IT.MLT.MAIN,Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.
TTO,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TTO,SP.POP.GROW,Data source: United Nations World Population Prospects
TTO,MS.MIL.XPND.CD,1968-1975 highly uncertain data.
TTO,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
TTO,ST.INT.DPRT,Includes overnight visitors (tourists) only.
TTO,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TTO,MS.MIL.XPND.ZS,1968-1975 highly uncertain data.
TTO,IT.CEL.SETS,Telecommunications Services of Trinidad and Tobago (TSTT). From 2004: Ministry of Public Administration and Information.
TTO,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
TTO,SP.POP.TOTL,Data source: United Nations World Population Prospects
TTO,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TTO,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
TUN,MS.MIL.XPND.ZS,1960-1964 SIPRI estimates.
TUN,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
TUN,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TUN,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
TUN,IS.RRS.GOOD.MT.K6,Source: Internation Union of Railways (UIC)
TUN,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TUN,SP.POP.GROW,Data source: United Nations World Population Prospects
TUN,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
TUN,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TUN,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
TUN,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TUN,IT.MLT.MAIN.P2,Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.
TUN,IT.MLT.MAIN,Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.
TUN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2022 are based on reports provided by the country. Short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.
TUN,MS.MIL.XPND.GD.ZS,1960-1964 SIPRI estimates.
TUN,SM.POP.NETM,Data source: United Nations World Population Prospects
TUN,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TUN,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
TUN,SP.POP.TOTL,Data source: United Nations World Population Prospects
TUN,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
TUN,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
TUN,IT.CEL.SETS.P2,Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.
TUN,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. From 2009 including nationals residing abroad.
TUN,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TUN,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TUN,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
TUN,IT.NET.USER.ZS,Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.
TUN,IT.NET.BBND,Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.
TUN,IT.NET.BBND.P2,Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.
TUN,IT.CEL.SETS,Tunisie Telecom. Since 1997: Ministère des Technologies de la Communication.
TUN,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
TUN,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. 
TUN,MS.MIL.XPND.CN,1960-1964 SIPRI estimates.
TUN,ST.INT.DPRT,Includes overnight visitors (tourists) only.
TUN,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TUN,IS.RRS.PASG.KM,Source: Internation Union of Railways (UIC)
TUN,MS.MIL.XPND.CD,1960-1964 SIPRI estimates.
TUR,SP.POP.TOTL,"Data source: Eurostat, Turkish Statistical Institute, United Nations World Population Prospects"
TUR,IT.CEL.SETS.P2,Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.
TUR,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
TUR,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TUR,IT.NET.USER.ZS,Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.
TUR,SM.POP.NETM,Data source: United Nations World Population Prospects
TUR,IT.CEL.SETS,Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.
TUR,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
TUR,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TUR,IS.RRS.GOOD.MT.K6,Source: OECD
TUR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2022 are based on reports provided by the country. Short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
TUR,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
TUR,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
TUR,ST.INT.DPRT,Includes overnight visitors (tourists) only.
TUR,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
TUR,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TUR,IS.RRS.PASG.KM,Source: OECD
TUR,SP.POP.GROW,"Data source: Eurostat, Turkish Statistical Institute, United Nations World Population Prospects"
TUR,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TUR,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
TUR,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
TUR,ST.INT.TVLR.CD,"Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2001, 2002: country data. From 2001 including expenditure of the nationals residing abroad."
TUR,IT.MLT.MAIN.P2,Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.
TUR,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TUR,IT.MLT.MAIN,Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.
TUR,IT.NET.BBND.P2,Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.
TUR,IT.NET.BBND,Türk Telekomünikasyon A.S. From 2002: Telecommunications Authority.
TUR,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
TUR,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TUR,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TUR,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
TUR,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. From 2007 Turkish citizens resident abroad are included.
TUR,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
TUV,IT.NET.BBND,Tuvalu Telecommunications Corporation. Ministry of Communication and Transports
TUV,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
TUV,IT.MLT.MAIN.P2,Tuvalu Telecommunications Corporation. Ministry of Communication and Transports
TUV,IT.NET.BBND.P2,Tuvalu Telecommunications Corporation. Ministry of Communication and Transports
TUV,IT.NET.USER.ZS,Tuvalu Telecommunications Corporation. Ministry of Communication and Transports
TUV,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TUV,SP.POP.GROW,Data source: United Nations World Population Prospects
TUV,SM.POP.NETM,Data source: United Nations World Population Prospects
TUV,ST.INT.ARVL,Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. 2015-2018 Source: South Pacific Tourism Organisation - Regional Tourism Resource Centre
TUV,ST.INT.DPRT,Includes overnight visitors (tourists) only.
TUV,SP.POP.TOTL,Data source: United Nations World Population Prospects
TUV,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TUV,IT.CEL.SETS.P2,Tuvalu Telecommunications Corporation. Ministry of Communication and Transports
TUV,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
TUV,SP.DYN.CBRT.IN,Data source: United Nations World Population Prospects
TUV,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
TUV,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
TUV,IT.CEL.SETS,Tuvalu Telecommunications Corporation. Ministry of Communication and Transports
TUV,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. 
TUV,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects
TUV,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects
TUV,IT.MLT.MAIN,Tuvalu Telecommunications Corporation. Ministry of Communication and Transports
TUV,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TUV,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TZA,ST.INT.TRNR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TZA,SP.DYN.TFRT.IN,Data source: United Nations World Population Prospects
TZA,NY.GNP.PCAP.CN,Data cover mainland Tanzania only.
TZA,IT.NET.USER.ZS,Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.
TZA,SP.DYN.CDRT.IN,Data source: United Nations World Population Prospects
TZA,SP.DYN.LE00.MA.IN,Data source: United Nations World Population Prospects
TZA,IT.MLT.MAIN.P2,Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.
TZA,SP.DYN.AMRT.MA,Data source: United Nations World Population Prospects. Including Zanzibar.
TZA,SP.DYN.AMRT.FE,Data source: United Nations World Population Prospects. Including Zanzibar.
TZA,IT.NET.BBND,Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.
TZA,NY.GNP.PCAP.CD,Data cover mainland Tanzania only.
TZA,NY.GDP.PCAP.PP.KD,Data cover mainland Tanzania only.
TZA,IT.CEL.SETS.P2,Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.
TZA,MS.MIL.XPND.CD,1967-2002 SIPRI estimates.
TZA,NY.GNP.PCAP.PP.KD,Data cover mainland Tanzania only.
TZA,SP.POP.TOTL.FE.ZS,Including Zanzibar.
TZA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2022 are based on reports provided by the country. Short-term debt for 2022 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.
TZA,SP.ADO.TFRT,Including Zanzibar.
TZA,MS.MIL.XPND.GD.ZS,1967-2002 SIPRI estimates.
TZA,DT.DOD.DPPG.CD,Data include debt liabilities of Zanzibar.
TZA,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TZA,NE.CON.PRVT.PC.KD,Data cover mainland Tanzania only.
TZA,NY.GNP.MKTP.PP.KD,Covers mainland Tanzania only.
TZA,MS.MIL.XPND.CN,1967-2002 SIPRI estimates.
TZA,SP.POP.TOTL,Data source: United Nations World Population Prospects
TZA,SP.POP.BRTH.MF,Including Zanzibar.
TZA,IS.RRS.PASG.KM,Source: Internation Union of Railways (UIC)
TZA,SP.POP.65UP.TO.ZS,Including Zanzibar.
TZA,SP.POP.65UP.MA.ZS,Including Zanzibar.
TZA,SP.POP.65UP.FE.ZS,Including Zanzibar.
TZA,SP.POP.TOTL.MA.ZS,Including Zanzibar.
TZA,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. 
TZA,SP.DYN.LE00.FE.IN,Data source: United Nations World Population Prospects
TZA,ST.INT.ARVL,Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.
TZA,SP.DYN.TO65.FE.ZS,Including Zanzibar.
TZA,SP.DYN.TO65.MA.ZS,Including Zanzibar.
TZA,SP.POP.1564.TO.ZS,Including Zanzibar.
TZA,SP.POP.1564.MA.ZS,Including Zanzibar.
TZA,SP.POP.0014.FE.ZS,Including Zanzibar.
TZA,SP.POP.0014.MA.ZS,Including Zanzibar.
TZA,NE.CON.PRVT.PC.KD.ZG,Data cover mainland Tanzania only.
TZA,SP.POP.0014.TO.ZS,Including Zanzibar.
TZA,SP.POP.1564.FE.ZS,Including Zanzibar.
TZA,SP.DYN.LE00.IN,Data source: United Nations World Population Prospects
TZA,ST.INT.TRNX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TZA,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
TZA,ST.INT.TVLR.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TZA,ST.INT.RCPT.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TZA,NY.GDP.PCAP.CN,Data cover mainland Tanzania only.
TZA,ST.INT.TVLX.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TZA,NY.GDP.PCAP.KD,Data cover mainland Tanzania only.
TZA,MS.MIL.XPND.ZS,1967-2002 SIPRI estimates.
TZA,SP.POP.GROW,Data source: United Nations World Population Prospects
TZA,NY.GDP.PCAP.CD,Data cover mainland Tanzania only.
TZA,NY.GDP.PCAP.KD.ZG,Data cover mainland Tanzania only.
TZA,NY.GNP.PCAP.KN,Data cover mainland Tanzania only.
TZA,IT.NET.BBND.P2,Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.
TZA,IT.MLT.MAIN,Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.
TZA,NY.GNP.PCAP.PP.CD,Data cover mainland Tanzania only.
TZA,NY.GDP.PCAP.KN,Data cover mainland Tanzania only.
TZA,IT.CEL.SETS,Tanzania Telecommunications Company Ltd (TTCL). From 2006: Tanzania Communications Regulatory Authority.
TZA,NY.ADJ.NNTY.PC.KD,Data cover mainland Tanzania only.
TZA,ST.INT.XPND.CD,Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.
TZA,NY.GNP.PCAP.KD.ZG,Data cover mainland Tanzania only.
TZA,NY.ADJ.NNTY.PC.CD,Data cover mainland Tanzania only.
TZA,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
